Node_ID,Timestamp,Data_Type,Data_Value,Encryption_Status,Access_Control_Level,Latency (ms),Energy_Consumption (mJ),Throughput (Mbps),Integrity_Verified
5087,2024-11-04 22:09:42.649443,Medical_Record,323,Encrypted,Doctor,65.63,0.463,9.67,Verified
5088,2024-11-04 22:09:52.649443,Sensor_Data,935,Encrypted,Nurse,47.49,0.457,11.86,Verified
5089,2024-11-04 22:10:02.649443,Medical_Record,406,Not_Encrypted,Doctor,36.0,0.432,9.55,Verified
5090,2024-11-04 22:10:12.649443,Sensor_Data,804,Encrypted,Nurse,73.96,0.598,7.78,Verified
5091,2024-11-04 22:10:22.649443,Medical_Record,751,Not_Encrypted,Doctor,26.75,0.643,9.19,Verified
5092,2024-11-04 22:10:32.649443,Medical_Record,237,Encrypted,Doctor,75.41,0.437,8.22,Verified
5093,2024-11-04 22:10:42.649443,Medical_Record,326,Encrypted,Nurse,55.26,0.425,16.11,Corrupted
5094,2024-11-04 22:10:52.649443,Sensor_Data,801,Not_Encrypted,Doctor,37.06,0.56,6.31,Verified
5095,2024-11-04 22:11:02.649443,Sensor_Data,612,Not_Encrypted,Admin,62.93,0.646,7.3,Verified
5096,2024-11-04 22:11:12.649443,Medical_Record,523,Encrypted,Admin,46.13,0.569,8.49,Verified
5097,2024-11-04 22:11:22.649443,Medical_Record,683,Not_Encrypted,Admin,48.13,0.454,13.01,Verified
5098,2024-11-04 22:11:32.649443,Medical_Record,539,Not_Encrypted,Doctor,52.77,0.584,11.32,Verified
5099,2024-11-04 22:11:42.649443,Medical_Record,651,Encrypted,Nurse,59.61,0.558,13.3,Verified
5100,2024-11-04 22:11:52.649443,Sensor_Data,207,Not_Encrypted,Doctor,32.4,0.477,11.14,Verified
5101,2024-11-04 22:12:02.649443,Medical_Record,294,Encrypted,Admin,61.71,0.501,12.05,Verified
5102,2024-11-04 22:12:12.649443,Sensor_Data,137,Not_Encrypted,Admin,51.48,0.468,10.57,Verified
5103,2024-11-04 22:12:22.649443,Medical_Record,172,Not_Encrypted,Nurse,59.12,0.351,10.12,Verified
5104,2024-11-04 22:12:32.649443,Sensor_Data,310,Encrypted,Admin,62.35,0.708,9.8,Verified
5105,2024-11-04 22:12:42.649443,Sensor_Data,280,Not_Encrypted,Doctor,37.04,0.6,10.75,Verified
5106,2024-11-04 22:12:52.649443,Sensor_Data,998,Not_Encrypted,Nurse,37.39,0.459,9.99,Verified
5107,2024-11-04 22:13:02.649443,Sensor_Data,82,Encrypted,Doctor,50.44,0.512,11.9,Verified
5108,2024-11-04 22:13:12.649443,Medical_Record,554,Encrypted,Doctor,44.3,0.544,9.26,Verified
5109,2024-11-04 22:13:22.649443,Medical_Record,5,Encrypted,Nurse,43.09,0.677,9.04,Verified
5110,2024-11-04 22:13:32.649443,Medical_Record,393,Not_Encrypted,Nurse,48.53,0.317,8.81,Verified
5111,2024-11-04 22:13:42.649443,Sensor_Data,166,Encrypted,Nurse,33.69,0.364,10.53,Verified
5112,2024-11-04 22:13:52.649443,Medical_Record,286,Not_Encrypted,Doctor,46.76,0.499,10.34,Verified
5113,2024-11-04 22:14:02.649443,Sensor_Data,948,Not_Encrypted,Nurse,70.5,0.614,11.12,Verified
5114,2024-11-04 22:14:12.649443,Sensor_Data,915,Encrypted,Nurse,47.59,0.52,10.76,Verified
5115,2024-11-04 22:14:22.649443,Medical_Record,811,Encrypted,Admin,60.15,0.551,5.85,Verified
5116,2024-11-04 22:14:32.649443,Sensor_Data,246,Not_Encrypted,Admin,50.02,0.435,11.85,Verified
5117,2024-11-04 22:14:42.649443,Sensor_Data,903,Not_Encrypted,Nurse,44.85,0.587,9.79,Verified
5118,2024-11-04 22:14:52.649443,Medical_Record,676,Encrypted,Doctor,54.82,0.356,11.48,Verified
5119,2024-11-04 22:15:02.649443,Medical_Record,730,Encrypted,Doctor,36.88,0.426,11.64,Verified
5120,2024-11-04 22:15:12.649443,Sensor_Data,223,Encrypted,Doctor,52.98,0.466,10.73,Verified
5121,2024-11-04 22:15:22.649443,Sensor_Data,728,Encrypted,Doctor,53.66,0.464,11.39,Verified
5122,2024-11-04 22:15:32.649443,Sensor_Data,471,Encrypted,Admin,47.01,0.502,9.45,Verified
5123,2024-11-04 22:15:42.649443,Medical_Record,264,Encrypted,Admin,50.48,0.45,11.53,Verified
5124,2024-11-04 22:15:52.649443,Sensor_Data,499,Encrypted,Nurse,52.13,0.398,12.21,Verified
5125,2024-11-04 22:16:02.649443,Medical_Record,538,Encrypted,Admin,43.71,0.586,9.65,Verified
5126,2024-11-04 22:16:12.649443,Medical_Record,973,Encrypted,Admin,59.56,0.51,11.78,Verified
5127,2024-11-04 22:16:22.649443,Medical_Record,453,Not_Encrypted,Admin,54.43,0.644,5.9,Verified
5128,2024-11-04 22:16:32.649443,Sensor_Data,613,Not_Encrypted,Nurse,46.34,0.452,11.53,Verified
5129,2024-11-04 22:16:42.649443,Sensor_Data,889,Encrypted,Doctor,46.66,0.562,9.98,Verified
5130,2024-11-04 22:16:52.649443,Medical_Record,914,Not_Encrypted,Admin,37.55,0.566,12.66,Verified
5131,2024-11-04 22:17:02.649443,Sensor_Data,804,Encrypted,Admin,55.99,0.48,13.85,Verified
5132,2024-11-04 22:17:12.649443,Medical_Record,960,Encrypted,Nurse,38.33,0.601,9.11,Verified
5133,2024-11-04 22:17:22.649443,Medical_Record,27,Not_Encrypted,Admin,48.33,0.439,7.77,Verified
5134,2024-11-04 22:17:32.649443,Sensor_Data,177,Encrypted,Nurse,50.04,0.44,9.17,Verified
5135,2024-11-04 22:17:42.649443,Sensor_Data,232,Not_Encrypted,Admin,48.11,0.441,8.44,Verified
5136,2024-11-04 22:17:52.649443,Sensor_Data,314,Encrypted,Doctor,55.08,0.5,12.49,Verified
5137,2024-11-04 22:18:02.649443,Medical_Record,464,Encrypted,Nurse,51.3,0.629,9.84,Verified
5138,2024-11-04 22:18:12.649443,Sensor_Data,412,Encrypted,Nurse,47.29,0.442,9.1,Verified
5139,2024-11-04 22:18:22.649443,Medical_Record,971,Not_Encrypted,Admin,52.5,0.494,12.33,Verified
5140,2024-11-04 22:18:32.649443,Sensor_Data,390,Encrypted,Admin,54.26,0.543,13.86,Verified
5141,2024-11-04 22:18:42.649443,Medical_Record,279,Encrypted,Admin,63.77,0.633,6.84,Verified
5142,2024-11-04 22:18:52.649443,Medical_Record,928,Encrypted,Nurse,41.75,0.525,7.1,Verified
5143,2024-11-04 22:19:02.649443,Sensor_Data,162,Encrypted,Nurse,59.36,0.722,9.77,Verified
5144,2024-11-04 22:19:12.649443,Medical_Record,500,Encrypted,Admin,52.25,0.608,9.98,Verified
5145,2024-11-04 22:19:22.649443,Medical_Record,765,Encrypted,Doctor,29.53,0.455,8.31,Verified
5146,2024-11-04 22:19:32.649443,Medical_Record,923,Not_Encrypted,Admin,33.32,0.526,11.11,Verified
5147,2024-11-04 22:19:42.649443,Medical_Record,872,Not_Encrypted,Doctor,62.19,0.54,9.77,Verified
5148,2024-11-04 22:19:52.649443,Medical_Record,131,Not_Encrypted,Doctor,46.97,0.543,9.65,Verified
5149,2024-11-04 22:20:02.649443,Sensor_Data,72,Encrypted,Admin,57.94,0.52,11.9,Verified
5150,2024-11-04 22:20:12.649443,Medical_Record,975,Not_Encrypted,Admin,58.22,0.379,6.22,Verified
5151,2024-11-04 22:20:22.649443,Sensor_Data,826,Encrypted,Doctor,64.68,0.557,15.89,Verified
5152,2024-11-04 22:20:32.649443,Sensor_Data,542,Not_Encrypted,Nurse,69.02,0.459,13.32,Verified
5153,2024-11-04 22:20:42.649443,Sensor_Data,292,Not_Encrypted,Nurse,39.0,0.655,6.19,Verified
5154,2024-11-04 22:20:52.649443,Sensor_Data,620,Encrypted,Admin,63.41,0.483,12.49,Verified
5155,2024-11-04 22:21:02.649443,Medical_Record,130,Encrypted,Doctor,52.6,0.514,9.96,Verified
5156,2024-11-04 22:21:12.649443,Sensor_Data,477,Not_Encrypted,Doctor,47.37,0.531,11.65,Verified
5157,2024-11-04 22:21:22.649443,Sensor_Data,724,Encrypted,Admin,30.01,0.411,11.31,Verified
5158,2024-11-04 22:21:32.649443,Medical_Record,587,Not_Encrypted,Doctor,51.77,0.562,10.6,Verified
5159,2024-11-04 22:21:42.649443,Sensor_Data,158,Not_Encrypted,Doctor,48.68,0.473,11.16,Verified
5160,2024-11-04 22:21:52.649443,Medical_Record,104,Not_Encrypted,Doctor,39.11,0.459,9.5,Verified
5161,2024-11-04 22:22:02.649443,Sensor_Data,159,Not_Encrypted,Doctor,49.32,0.561,12.58,Verified
5162,2024-11-04 22:22:12.649443,Medical_Record,641,Encrypted,Admin,54.07,0.557,11.21,Verified
5163,2024-11-04 22:22:22.649443,Sensor_Data,834,Encrypted,Doctor,64.65,0.56,7.21,Verified
5164,2024-11-04 22:22:32.649443,Medical_Record,645,Not_Encrypted,Doctor,57.06,0.441,13.29,Verified
5165,2024-11-04 22:22:42.649443,Medical_Record,544,Not_Encrypted,Nurse,56.68,0.582,9.27,Verified
5166,2024-11-04 22:22:52.649443,Medical_Record,2,Not_Encrypted,Nurse,48.57,0.527,9.06,Verified
5167,2024-11-04 22:23:02.649443,Medical_Record,166,Not_Encrypted,Admin,37.54,0.418,10.23,Verified
5168,2024-11-04 22:23:12.649443,Medical_Record,612,Not_Encrypted,Doctor,42.11,0.446,8.01,Verified
5169,2024-11-04 22:23:22.649443,Medical_Record,269,Not_Encrypted,Nurse,58.46,0.352,11.37,Verified
5170,2024-11-04 22:23:32.649443,Medical_Record,521,Not_Encrypted,Admin,40.34,0.487,8.09,Verified
5171,2024-11-04 22:23:42.649443,Sensor_Data,695,Encrypted,Doctor,57.8,0.527,14.1,Verified
5172,2024-11-04 22:23:52.649443,Medical_Record,89,Not_Encrypted,Nurse,31.88,0.457,7.29,Verified
5173,2024-11-04 22:24:02.649443,Sensor_Data,555,Not_Encrypted,Nurse,48.64,0.62,8.93,Verified
5174,2024-11-04 22:24:12.649443,Medical_Record,845,Not_Encrypted,Doctor,50.98,0.493,9.29,Verified
5175,2024-11-04 22:24:22.649443,Medical_Record,541,Encrypted,Nurse,44.92,0.328,10.16,Verified
5176,2024-11-04 22:24:32.649443,Medical_Record,655,Encrypted,Nurse,44.84,0.468,10.58,Verified
5177,2024-11-04 22:24:42.649443,Sensor_Data,841,Encrypted,Admin,39.43,0.687,16.34,Verified
5178,2024-11-04 22:24:52.649443,Medical_Record,449,Encrypted,Admin,45.93,0.451,7.99,Verified
5179,2024-11-04 22:25:02.649443,Medical_Record,741,Not_Encrypted,Nurse,54.99,0.615,8.51,Verified
5180,2024-11-04 22:25:12.649443,Medical_Record,366,Not_Encrypted,Nurse,56.82,0.46,9.44,Verified
5181,2024-11-04 22:25:22.649443,Medical_Record,514,Not_Encrypted,Doctor,61.67,0.585,6.16,Verified
5182,2024-11-04 22:25:32.649443,Medical_Record,553,Not_Encrypted,Doctor,47.53,0.556,11.25,Verified
5183,2024-11-04 22:25:42.649443,Sensor_Data,285,Not_Encrypted,Doctor,52.66,0.439,10.59,Verified
5184,2024-11-04 22:25:52.649443,Medical_Record,771,Encrypted,Nurse,60.08,0.504,9.34,Verified
5185,2024-11-04 22:26:02.649443,Medical_Record,907,Not_Encrypted,Nurse,84.54,0.571,7.47,Verified
5186,2024-11-04 22:26:12.649443,Medical_Record,507,Encrypted,Doctor,41.15,0.626,11.07,Verified
5187,2024-11-04 22:26:22.649443,Sensor_Data,73,Not_Encrypted,Admin,38.04,0.703,10.11,Verified
5188,2024-11-04 22:26:32.649443,Medical_Record,388,Encrypted,Admin,55.74,0.531,11.91,Verified
5189,2024-11-04 22:26:42.649443,Medical_Record,185,Encrypted,Doctor,49.9,0.469,10.35,Verified
5190,2024-11-04 22:26:52.649443,Sensor_Data,360,Not_Encrypted,Admin,58.78,0.562,8.68,Verified
5191,2024-11-04 22:27:02.649443,Sensor_Data,588,Not_Encrypted,Nurse,32.86,0.56,8.01,Verified
5192,2024-11-04 22:27:12.649443,Medical_Record,787,Not_Encrypted,Admin,37.52,0.291,7.29,Verified
5193,2024-11-04 22:27:22.649443,Medical_Record,951,Not_Encrypted,Doctor,57.42,0.335,8.07,Verified
5194,2024-11-04 22:27:32.649443,Sensor_Data,60,Not_Encrypted,Nurse,39.8,0.626,7.74,Verified
5195,2024-11-04 22:27:42.649443,Medical_Record,591,Not_Encrypted,Nurse,63.32,0.449,8.74,Verified
5196,2024-11-04 22:27:52.649443,Sensor_Data,354,Not_Encrypted,Admin,54.98,0.441,10.47,Verified
5197,2024-11-04 22:28:02.649443,Sensor_Data,295,Encrypted,Doctor,42.08,0.367,9.71,Verified
5198,2024-11-04 22:28:12.649443,Medical_Record,451,Encrypted,Admin,51.41,0.68,13.09,Verified
5199,2024-11-04 22:28:22.649443,Sensor_Data,468,Encrypted,Doctor,43.65,0.589,7.62,Verified
5200,2024-11-04 22:28:32.649443,Medical_Record,72,Encrypted,Nurse,53.79,0.438,10.84,Verified
5201,2024-11-04 22:28:42.649443,Sensor_Data,122,Not_Encrypted,Admin,47.49,0.5,6.22,Verified
5202,2024-11-04 22:28:52.649443,Sensor_Data,283,Encrypted,Admin,50.08,0.372,13.02,Verified
5203,2024-11-04 22:29:02.649443,Sensor_Data,145,Encrypted,Doctor,39.78,0.437,9.13,Verified
5204,2024-11-04 22:29:12.649443,Medical_Record,115,Encrypted,Admin,47.79,0.491,8.49,Verified
5205,2024-11-04 22:29:22.649443,Sensor_Data,487,Encrypted,Doctor,34.3,0.497,10.57,Verified
5206,2024-11-04 22:29:32.649443,Sensor_Data,296,Encrypted,Admin,55.92,0.635,10.22,Verified
5207,2024-11-04 22:29:42.649443,Sensor_Data,914,Encrypted,Nurse,60.36,0.638,8.46,Verified
5208,2024-11-04 22:29:52.649443,Medical_Record,189,Not_Encrypted,Doctor,43.5,0.541,8.96,Verified
5209,2024-11-04 22:30:02.649443,Medical_Record,223,Not_Encrypted,Doctor,43.54,0.473,9.77,Verified
5210,2024-11-04 22:30:12.649443,Sensor_Data,713,Encrypted,Doctor,63.23,0.594,11.1,Verified
5211,2024-11-04 22:30:22.649443,Sensor_Data,810,Encrypted,Nurse,50.53,0.458,11.23,Verified
5212,2024-11-04 22:30:32.649443,Sensor_Data,621,Encrypted,Nurse,44.1,0.508,7.43,Verified
5213,2024-11-04 22:30:42.649443,Sensor_Data,973,Encrypted,Doctor,48.49,0.451,9.73,Verified
5214,2024-11-04 22:30:52.649443,Medical_Record,131,Not_Encrypted,Nurse,47.41,0.543,8.92,Verified
5215,2024-11-04 22:31:02.649443,Medical_Record,202,Not_Encrypted,Nurse,63.05,0.456,12.06,Verified
5216,2024-11-04 22:31:12.649443,Sensor_Data,435,Not_Encrypted,Nurse,49.22,0.351,8.65,Verified
5217,2024-11-04 22:31:22.649443,Sensor_Data,244,Not_Encrypted,Nurse,45.04,0.41,10.85,Verified
5218,2024-11-04 22:31:32.649443,Medical_Record,373,Not_Encrypted,Doctor,50.66,0.398,10.03,Verified
5219,2024-11-04 22:31:42.649443,Medical_Record,848,Encrypted,Admin,55.05,0.511,9.7,Corrupted
5220,2024-11-04 22:31:52.649443,Medical_Record,666,Encrypted,Doctor,34.54,0.405,10.06,Verified
5221,2024-11-04 22:32:02.649443,Sensor_Data,166,Not_Encrypted,Admin,48.68,0.431,9.48,Verified
5222,2024-11-04 22:32:12.649443,Sensor_Data,517,Encrypted,Nurse,49.9,0.494,8.8,Verified
5223,2024-11-04 22:32:22.649443,Sensor_Data,876,Encrypted,Nurse,50.81,0.43,10.07,Verified
5224,2024-11-04 22:32:32.649443,Sensor_Data,89,Encrypted,Doctor,50.65,0.391,10.8,Verified
5225,2024-11-04 22:32:42.649443,Medical_Record,456,Not_Encrypted,Nurse,47.51,0.616,11.46,Verified
5226,2024-11-04 22:32:52.649443,Sensor_Data,741,Encrypted,Admin,65.92,0.478,11.21,Verified
5227,2024-11-04 22:33:02.649443,Medical_Record,995,Encrypted,Nurse,37.85,0.423,10.06,Verified
5228,2024-11-04 22:33:12.649443,Medical_Record,576,Encrypted,Nurse,49.79,0.575,13.3,Verified
5229,2024-11-04 22:33:22.649443,Medical_Record,124,Not_Encrypted,Doctor,51.69,0.632,10.64,Verified
5230,2024-11-04 22:33:32.649443,Medical_Record,665,Encrypted,Doctor,55.38,0.647,9.35,Verified
5231,2024-11-04 22:33:42.649443,Medical_Record,874,Not_Encrypted,Doctor,27.57,0.506,9.59,Verified
5232,2024-11-04 22:33:52.649443,Medical_Record,719,Not_Encrypted,Nurse,62.11,0.431,9.91,Verified
5233,2024-11-04 22:34:02.649443,Sensor_Data,753,Not_Encrypted,Doctor,49.4,0.386,8.51,Verified
5234,2024-11-04 22:34:12.649443,Sensor_Data,383,Not_Encrypted,Nurse,39.55,0.506,7.96,Verified
5235,2024-11-04 22:34:22.649443,Medical_Record,714,Encrypted,Admin,42.47,0.456,9.62,Corrupted
5236,2024-11-04 22:34:32.649443,Sensor_Data,727,Not_Encrypted,Nurse,55.11,0.329,9.74,Verified
5237,2024-11-04 22:34:42.649443,Sensor_Data,560,Encrypted,Doctor,49.31,0.621,10.0,Verified
5238,2024-11-04 22:34:52.649443,Sensor_Data,200,Not_Encrypted,Nurse,42.51,0.272,10.19,Verified
5239,2024-11-04 22:35:02.649443,Medical_Record,93,Encrypted,Doctor,52.67,0.617,7.33,Verified
5240,2024-11-04 22:35:12.649443,Medical_Record,574,Not_Encrypted,Nurse,43.29,0.744,12.41,Corrupted
5241,2024-11-04 22:35:22.649443,Medical_Record,155,Encrypted,Admin,24.08,0.449,11.75,Verified
5242,2024-11-04 22:35:32.649443,Medical_Record,664,Encrypted,Doctor,41.73,0.506,10.34,Verified
5243,2024-11-04 22:35:42.649443,Sensor_Data,373,Encrypted,Admin,59.17,0.703,7.54,Verified
5244,2024-11-04 22:35:52.649443,Medical_Record,170,Not_Encrypted,Admin,43.26,0.316,6.02,Corrupted
5245,2024-11-04 22:36:02.649443,Medical_Record,859,Encrypted,Nurse,60.28,0.446,10.41,Verified
5246,2024-11-04 22:36:12.649443,Medical_Record,616,Not_Encrypted,Nurse,31.28,0.666,10.13,Verified
5247,2024-11-04 22:36:22.649443,Medical_Record,980,Encrypted,Admin,47.12,0.521,10.22,Verified
5248,2024-11-04 22:36:32.649443,Sensor_Data,671,Encrypted,Admin,53.51,0.595,4.05,Verified
5249,2024-11-04 22:36:42.649443,Sensor_Data,386,Encrypted,Admin,64.38,0.491,8.4,Verified
5250,2024-11-04 22:36:52.649443,Sensor_Data,646,Not_Encrypted,Admin,58.42,0.535,9.31,Corrupted
5251,2024-11-04 22:37:02.649443,Sensor_Data,648,Encrypted,Doctor,53.81,0.412,8.43,Verified
5252,2024-11-04 22:37:12.649443,Medical_Record,997,Not_Encrypted,Doctor,36.23,0.485,13.74,Verified
5253,2024-11-04 22:37:22.649443,Sensor_Data,668,Encrypted,Admin,30.48,0.59,9.4,Verified
5254,2024-11-04 22:37:32.649443,Sensor_Data,131,Encrypted,Nurse,61.91,0.402,7.18,Corrupted
5255,2024-11-04 22:37:42.649443,Medical_Record,447,Not_Encrypted,Nurse,45.85,0.458,8.76,Verified
5256,2024-11-04 22:37:52.649443,Sensor_Data,862,Not_Encrypted,Nurse,53.55,0.658,9.22,Verified
5257,2024-11-04 22:38:02.649443,Sensor_Data,575,Encrypted,Admin,53.02,0.504,9.12,Verified
5258,2024-11-04 22:38:12.649443,Medical_Record,800,Encrypted,Doctor,47.7,0.562,13.43,Verified
5259,2024-11-04 22:38:22.649443,Sensor_Data,111,Encrypted,Doctor,63.17,0.548,9.17,Verified
5260,2024-11-04 22:38:32.649443,Medical_Record,534,Not_Encrypted,Nurse,35.78,0.418,9.54,Verified
5261,2024-11-04 22:38:42.649443,Medical_Record,878,Encrypted,Doctor,50.23,0.424,8.07,Verified
5262,2024-11-04 22:38:52.649443,Medical_Record,586,Not_Encrypted,Admin,49.77,0.432,12.44,Verified
5263,2024-11-04 22:39:02.649443,Medical_Record,190,Not_Encrypted,Admin,55.9,0.508,13.0,Verified
5264,2024-11-04 22:39:12.649443,Sensor_Data,122,Not_Encrypted,Doctor,46.08,0.669,9.83,Verified
5265,2024-11-04 22:39:22.649443,Sensor_Data,989,Encrypted,Nurse,78.48,0.549,10.57,Verified
5266,2024-11-04 22:39:32.649443,Sensor_Data,962,Not_Encrypted,Admin,46.58,0.351,6.87,Corrupted
5267,2024-11-04 22:39:42.649443,Medical_Record,565,Not_Encrypted,Admin,41.71,0.429,8.48,Verified
5268,2024-11-04 22:39:52.649443,Sensor_Data,855,Not_Encrypted,Admin,36.36,0.413,8.82,Verified
5269,2024-11-04 22:40:02.649443,Sensor_Data,781,Not_Encrypted,Nurse,54.06,0.757,8.32,Verified
5270,2024-11-04 22:40:12.649443,Medical_Record,606,Not_Encrypted,Admin,51.33,0.605,6.9,Verified
5271,2024-11-04 22:40:22.649443,Sensor_Data,136,Encrypted,Admin,51.32,0.563,4.85,Verified
5272,2024-11-04 22:40:32.649443,Sensor_Data,464,Not_Encrypted,Doctor,44.12,0.55,10.77,Verified
5273,2024-11-04 22:40:42.649443,Medical_Record,72,Not_Encrypted,Nurse,46.42,0.528,10.68,Verified
5274,2024-11-04 22:40:52.649443,Sensor_Data,370,Not_Encrypted,Admin,51.3,0.485,12.41,Verified
5275,2024-11-04 22:41:02.649443,Sensor_Data,721,Encrypted,Doctor,56.49,0.338,7.62,Verified
5276,2024-11-04 22:41:12.649443,Medical_Record,741,Encrypted,Admin,32.45,0.453,7.28,Verified
5277,2024-11-04 22:41:22.649443,Sensor_Data,445,Encrypted,Doctor,46.67,0.459,9.25,Verified
5278,2024-11-04 22:41:32.649443,Medical_Record,913,Not_Encrypted,Admin,45.73,0.512,10.38,Verified
5279,2024-11-04 22:41:42.649443,Sensor_Data,431,Not_Encrypted,Admin,36.18,0.31,13.96,Verified
5280,2024-11-04 22:41:52.649443,Sensor_Data,583,Encrypted,Admin,42.26,0.462,7.25,Verified
5281,2024-11-04 22:42:02.649443,Sensor_Data,247,Encrypted,Admin,37.68,0.434,10.18,Verified
5282,2024-11-04 22:42:12.649443,Medical_Record,531,Encrypted,Doctor,54.1,0.437,10.99,Verified
5283,2024-11-04 22:42:22.649443,Sensor_Data,320,Not_Encrypted,Admin,42.64,0.446,11.32,Verified
5284,2024-11-04 22:42:32.649443,Medical_Record,539,Encrypted,Nurse,50.84,0.544,8.6,Verified
5285,2024-11-04 22:42:42.649443,Medical_Record,260,Encrypted,Admin,62.42,0.689,5.92,Verified
5286,2024-11-04 22:42:52.649443,Medical_Record,895,Not_Encrypted,Admin,54.58,0.584,9.23,Verified
5287,2024-11-04 22:43:02.649443,Sensor_Data,198,Encrypted,Nurse,47.05,0.648,8.4,Verified
5288,2024-11-04 22:43:12.649443,Medical_Record,197,Not_Encrypted,Nurse,53.83,0.749,12.24,Verified
5289,2024-11-04 22:43:22.649443,Medical_Record,952,Encrypted,Nurse,49.96,0.563,10.39,Verified
5290,2024-11-04 22:43:32.649443,Sensor_Data,832,Encrypted,Doctor,66.79,0.597,10.67,Verified
5291,2024-11-04 22:43:42.649443,Medical_Record,62,Encrypted,Admin,43.86,0.649,14.56,Verified
5292,2024-11-04 22:43:52.649443,Medical_Record,182,Encrypted,Doctor,46.31,0.32,12.98,Verified
5293,2024-11-04 22:44:02.649443,Sensor_Data,287,Not_Encrypted,Nurse,45.28,0.564,8.72,Verified
5294,2024-11-04 22:44:12.649443,Medical_Record,337,Encrypted,Doctor,55.7,0.527,10.17,Verified
5295,2024-11-04 22:44:22.649443,Medical_Record,529,Not_Encrypted,Doctor,29.78,0.502,10.12,Verified
5296,2024-11-04 22:44:32.649443,Medical_Record,827,Encrypted,Doctor,59.81,0.489,12.37,Verified
5297,2024-11-04 22:44:42.649443,Sensor_Data,424,Not_Encrypted,Admin,44.48,0.473,6.81,Verified
5298,2024-11-04 22:44:52.649443,Medical_Record,235,Not_Encrypted,Nurse,38.78,0.297,10.43,Verified
5299,2024-11-04 22:45:02.649443,Sensor_Data,41,Not_Encrypted,Doctor,57.93,0.548,13.92,Verified
5300,2024-11-04 22:45:12.649443,Medical_Record,290,Encrypted,Admin,48.05,0.602,9.21,Verified
5301,2024-11-04 22:45:22.649443,Sensor_Data,839,Not_Encrypted,Admin,38.01,0.482,8.89,Verified
5302,2024-11-04 22:45:32.649443,Sensor_Data,13,Encrypted,Nurse,46.16,0.457,7.09,Verified
5303,2024-11-04 22:45:42.649443,Sensor_Data,993,Encrypted,Doctor,66.84,0.491,9.54,Verified
5304,2024-11-04 22:45:52.649443,Sensor_Data,994,Not_Encrypted,Doctor,49.52,0.464,11.12,Verified
5305,2024-11-04 22:46:02.649443,Sensor_Data,163,Encrypted,Doctor,45.98,0.6,10.02,Verified
5306,2024-11-04 22:46:12.649443,Sensor_Data,199,Encrypted,Doctor,56.82,0.418,10.56,Verified
5307,2024-11-04 22:46:22.649443,Sensor_Data,117,Encrypted,Admin,47.49,0.509,7.51,Verified
5308,2024-11-04 22:46:32.649443,Sensor_Data,374,Not_Encrypted,Nurse,50.81,0.632,11.01,Verified
5309,2024-11-04 22:46:42.649443,Sensor_Data,503,Not_Encrypted,Admin,41.58,0.502,9.71,Verified
5310,2024-11-04 22:46:52.649443,Sensor_Data,706,Not_Encrypted,Nurse,45.97,0.457,8.48,Verified
5311,2024-11-04 22:47:02.649443,Sensor_Data,427,Encrypted,Admin,43.65,0.383,12.56,Verified
5312,2024-11-04 22:47:12.649443,Sensor_Data,500,Encrypted,Doctor,50.5,0.573,10.87,Verified
5313,2024-11-04 22:47:22.649443,Sensor_Data,793,Not_Encrypted,Admin,54.59,0.445,7.46,Verified
5314,2024-11-04 22:47:32.649443,Medical_Record,836,Encrypted,Nurse,47.77,0.445,6.64,Verified
5315,2024-11-04 22:47:42.649443,Sensor_Data,819,Not_Encrypted,Admin,48.15,0.471,14.11,Verified
5316,2024-11-04 22:47:52.649443,Sensor_Data,461,Not_Encrypted,Admin,61.4,0.399,11.74,Verified
5317,2024-11-04 22:48:02.649443,Sensor_Data,343,Encrypted,Admin,61.71,0.633,12.04,Verified
5318,2024-11-04 22:48:12.649443,Sensor_Data,652,Not_Encrypted,Doctor,64.62,0.294,12.02,Verified
5319,2024-11-04 22:48:22.649443,Medical_Record,600,Not_Encrypted,Nurse,53.28,0.639,10.69,Verified
5320,2024-11-04 22:48:32.649443,Medical_Record,876,Encrypted,Doctor,50.0,0.643,9.03,Verified
5321,2024-11-04 22:48:42.649443,Medical_Record,581,Not_Encrypted,Admin,41.66,0.497,7.57,Verified
5322,2024-11-04 22:48:52.649443,Sensor_Data,792,Not_Encrypted,Nurse,35.78,0.499,7.6,Verified
5323,2024-11-04 22:49:02.649443,Sensor_Data,987,Encrypted,Nurse,53.02,0.524,8.65,Verified
5324,2024-11-04 22:49:12.649443,Medical_Record,593,Encrypted,Nurse,49.8,0.32,7.95,Verified
5325,2024-11-04 22:49:22.649443,Medical_Record,839,Not_Encrypted,Nurse,40.61,0.535,12.03,Verified
5326,2024-11-04 22:49:32.649443,Sensor_Data,441,Not_Encrypted,Admin,36.54,0.504,12.18,Verified
5327,2024-11-04 22:49:42.649443,Sensor_Data,358,Not_Encrypted,Nurse,55.18,0.505,12.73,Verified
5328,2024-11-04 22:49:52.649443,Sensor_Data,387,Not_Encrypted,Admin,32.44,0.608,10.51,Verified
5329,2024-11-04 22:50:02.649443,Sensor_Data,393,Not_Encrypted,Doctor,39.54,0.607,8.43,Verified
5330,2024-11-04 22:50:12.649443,Sensor_Data,323,Encrypted,Doctor,52.34,0.338,12.45,Verified
5331,2024-11-04 22:50:22.649443,Medical_Record,118,Not_Encrypted,Nurse,48.81,0.485,11.23,Verified
